path,kind,metric_key,metric_type,metric_value
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000086,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000087,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000088,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000094,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000095,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000097,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000102,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000103,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000105,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000111,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000112,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000115,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000116,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000117,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000120,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000124,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000126,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000128,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000129,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000134,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000135,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000136,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000137,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000138,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000142,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000145,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000146,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000149,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000150,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000152,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000153,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000155,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000156,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000157,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000159,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000161,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000162,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000163,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000165,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000167,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000170,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000171,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000172,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000176,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000177,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000183,int,1
