path,root,family_or_bridge,dice,kind
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling/propagation_quality_test_lora_p491_e20,bridge_5,0.8213041499346899,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling/propagation_quality_test_lora_p491_e20,bridge_6,0.7963104934299775,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20,bridge_0,0.6576086808225825,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20,bridge_1,0.7862220052165896,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20,bridge_2,0.7974119851188485,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20,bridge_3,0.772160524535759,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20,bridge_4,0.7905800418739111,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20,bridge_5,0.8336964753138228,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20,bridge_6,0.8158195237675804,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cond/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cond/propagation_quality_test_lora_p491_e20,bridge_3,0.7432256149519166,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cond/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cond/propagation_quality_test_lora_p491_e20,bridge_4,0.7783595644624236,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cond/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cond/propagation_quality_test_lora_p491_e20,bridge_5,0.7995428558598539,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cond/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cond/propagation_quality_test_lora_p491_e20,bridge_6,0.8144711030045806,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_pooled/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_pooled/propagation_quality_test_lora_p491_e20,bridge_3,0.7527888663230021,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_pooled/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_pooled/propagation_quality_test_lora_p491_e20,bridge_4,0.7919440270287985,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_pooled/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_pooled/propagation_quality_test_lora_p491_e20,bridge_5,0.800997787173422,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_pooled/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_pooled/propagation_quality_test_lora_p491_e20,bridge_6,0.7963826111213884,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_global_pooling/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_global_pooling/propagation_quality_test_lora_p491_e20,bridge_3,0.8145901201538526,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_global_pooling/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_global_pooling/propagation_quality_test_lora_p491_e20,bridge_4,0.8128892715658872,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_global_pooling/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_global_pooling/propagation_quality_test_lora_p491_e20,bridge_5,0.8360434377597059,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_global_pooling/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_global_pooling/propagation_quality_test_lora_p491_e20,bridge_6,0.8728901093805017,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_patch_average/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_patch_average/propagation_quality_test_lora_p491_e20,bridge_3,0.8203177112684907,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_patch_average/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_patch_average/propagation_quality_test_lora_p491_e20,bridge_4,0.8585837334975729,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_patch_average/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_patch_average/propagation_quality_test_lora_p491_e20,bridge_5,0.8535299136672043,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_patch_average/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/dino_patch_average/propagation_quality_test_lora_p491_e20,bridge_6,0.870285176584741,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/t18_corrected/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/t18_corrected/propagation_quality_test_lora_p491_e20,bridge_3,0.8481078689794614,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/t18_corrected/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/t18_corrected/propagation_quality_test_lora_p491_e20,bridge_4,0.846685875802997,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/t18_corrected/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/t18_corrected/propagation_quality_test_lora_p491_e20,bridge_5,0.852841736856199,lora_or_lora_eval
work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/t18_corrected/propagation_quality_test_lora_p491_e20/summary.json,work/clinicdb_external_kvasir8/stage1_feature_knn_vitb256/t18_corrected/propagation_quality_test_lora_p491_e20,bridge_6,0.8497511013152524,lora_or_lora_eval
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,bridge_1,0.8808326156241015,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,bridge_2,0.8824416920345937,route_or_propagation
