path,root,family_or_bridge,dice,kind
work/kvasir_1pct_anchors/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/eval_lora_p491_e20,bridge_6,0.897779682728018,lora_or_lora_eval
work/kvasir_1pct_anchors/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20/summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_vitb256/anchor_conditioned_target_pooling__knn_cls/propagation_quality_test_lora_p491_e20,bridge_6,0.897779682728018,lora_or_lora_eval
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_imr_s256/sam3enc_pyramid/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_imr_s256/sam3enc_pyramid/eval_lora_p491_e20,bridge_3,0.8973776615869107,lora_or_lora_eval
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s1008/sam3enc_anchor_conditioned_target_pooling__knn_pooled/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s1008/sam3enc_anchor_conditioned_target_pooling__knn_pooled/eval_lora_p491_e20,bridge_4,0.8970237508896581,lora_or_lora_eval
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_imr_s256/sam3enc_imr__tb050/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_imr_s256/sam3enc_imr__tb050/eval_lora_p491_e20,bridge_3,0.8968063833449242,lora_or_lora_eval
work/kvasir_1pct_anchors/mask_visual_lambda_scan_0.1/sam3enc_mask_visual/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/mask_visual_lambda_scan_0.1/sam3enc_mask_visual/eval_base_no_ft_b7_forward,bridge_5,0.8964264758358067,route_or_propagation
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_imr_s256/sam3enc_imr__tb075/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_imr_s256/sam3enc_imr__tb075/eval_lora_p491_e20,bridge_3,0.8960724514966207,lora_or_lora_eval
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s256/sam3enc_anchor_conditioned_target_pooling/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s256/sam3enc_anchor_conditioned_target_pooling/eval_lora_p491_e20,bridge_6,0.8960449422038486,lora_or_lora_eval
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s1008/sam3enc_patch_average/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s1008/sam3enc_patch_average/eval_lora_p491_e20,bridge_5,0.8957856721681849,lora_or_lora_eval
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s1008/sam3enc_anchor_conditioned_patch_correspondence__knn_cond/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s1008/sam3enc_anchor_conditioned_patch_correspondence__knn_cond/eval_lora_p491_e20,bridge_6,0.8948644393447759,lora_or_lora_eval
work/kvasir_1pct_anchors/mask_visual_lambda_scan_0.1/sam3enc_mask_visual/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/mask_visual_lambda_scan_0.1/sam3enc_mask_visual/eval_base_no_ft_b7_forward,bridge_4,0.8948509953324768,route_or_propagation
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s256/sam3enc_anchor_conditioned_target_pooling__knn_cond/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s256/sam3enc_anchor_conditioned_target_pooling__knn_cond/eval_lora_p491_e20,bridge_5,0.8946258302997981,lora_or_lora_eval
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s256/sam3enc_anchor_conditioned_target_pooling__knn_pooled/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s256/sam3enc_anchor_conditioned_target_pooling__knn_pooled/eval_lora_p491_e20,bridge_4,0.8944018185708971,lora_or_lora_eval
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s1008_lesion_knn/sam3enc_lesion__lesion_corrupt_bbox/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_s1008_lesion_knn/sam3enc_lesion__lesion_corrupt_bbox/eval_base_no_ft_b7_forward,bridge_4,0.8942856892580915,route_or_propagation
work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_imr_s256/sam3enc_imr__tb025/eval_lora_p491_e20/route_family_summary.json,work/kvasir_1pct_anchors/stage1_feature_knn_sam3enc_imr_s256/sam3enc_imr__tb025/eval_lora_p491_e20,bridge_2,0.8939967366488867,lora_or_lora_eval
